subset,y,X_x1,X_x2
sum,1.98852892691761,-2.02650992627449,4.34436026805514
sum,-2.87745014609061,-0.267900933084428,-3.05377488179235
sum,7.6124590418276,3.68623167955611,3.27537895566874
sum,3.91363839598827,3.25816750564763,1.00594333360617
product,-10.4051757991793,4.50061967050805,-2.31936359177124
sum,0.443525499246754,2.61027902502028,-3.26475485013491
sum,-6.92154775431741,-4.1301324008859,-2.99066311340944
sum,-8.32568501593688,-4.60573188631494,-4.81767417323638
sum,2.72163278404449,0.923503285933622,2.28490677161613
product,-0.671069173472237,0.187906217433661,0.326172664550231
sum,7.90444258366866,3.94816656060528,2.64372662221736
product,-9.41335498088113,2.71270346685946,-3.52926519070962
sum,-1.31500431158816,3.51206914048769,-1.00684084190692
sum,-0.465162534382678,-0.958596783489671,0.180787662388155
sum,-3.38099850368862,-2.98146547877052,-0.0174431773654637
sum,6.453117297198,2.06777216885446,2.83791784485397
product,8.56670349935264,3.90005341817566,1.939484444671
sum,1.19451549227372,-2.41866567298872,2.61121537043158
sum,6.84130376706844,2.97559100637188,3.44357082739616
product,4.45676637489761,-2.49757101835405,-1.64802758354099
sum,-2.62838839693699,-4.78730589149613,1.33151375594022
product,-1.87768941210566,1.4517279040945,-0.896031730103385
product,10.3174446213662,-4.8177817434845,-2.29255326856446
sum,2.30528977362539,3.4454939853507,-1.92710035073713
product,2.14931757358624,0.487337893665861,2.60227859889687
product,7.33263300576385,2.22452115261505,3.77200540813108
product,-3.7789362443246,1.3641041126378,-2.21409660968041
sum,1.52078215622826,-1.03827308390745,2.27939306973765
sum,-1.56256374193006,-4.63328573066457,2.60990760028094
sum,-3.52437284840725,3.3811528964811,-3.52547473293716
product,-5.13407204995611,1.35093650867644,-4.14650331921356
product,-4.74268233557566,4.71782082720961,-1.22715836895377
sum,2.12974153028282,4.55651498229753,-4.39857657399215
product,-2.37251347619042,4.86210744479603,-0.539942270420442
product,4.10452295166361,-3.99221998622573,-1.26690683720247
product,-13.7798062031124,3.87086424265117,-3.45637284725798
sum,-5.22307530359898,-4.32162940894828,-0.129380811810641
sum,9.08889648564939,4.4473202229141,4.87785520214887
sum,-9.622599932973,-3.32380783711682,-4.94770386457087
product,-1.59580893299369,-1.74669669236736,1.20309551353465
product,-0.869956472096176,-0.803999375722101,2.37501248109748
product,1.85551677072033,0.227328293819941,1.67557738521027
product,16.5483565968431,-4.74649256584543,-3.75337318796733
sum,-3.73987328963984,-1.72966838436761,-2.01274426411227
product,-18.2884745317862,-4.14652535006232,4.22499381177296
product,1.97287727620821,1.49963930777765,2.22252568393066
sum,7.07909407972433,4.86630122958847,2.94197331277084
sum,1.70475172588569,4.69102630140811,-1.76628437884479
product,-3.88237826857948,-4.186512193581,0.765164755142536
sum,-0.509821281525281,1.80228242431291,-1.61732494005502
sum,-1.47945983842727,-2.0369187954401,0.866084631754741
sum,1.72257788301892,0.929508514349275,0.650219928590161
product,-8.30012412221381,4.90053850104263,-1.88277932204452
sum,-2.20941414260781,-2.81746112134936,1.07094036088781
product,-5.54606622310196,-1.33638156706308,3.42118923135709
product,1.03402522698559,1.07544851901438,3.12901009130078
sum,6.59582865730418,3.7746086263038,1.61839189849379
product,-6.15085996993044,-4.79415505704198,1.1341519593579
product,-0.675334648361378,0.683086033354716,-3.1876693383434
sum,-6.08179785837314,-2.52896765989854,-2.94312737804445
product,10.9879090573554,2.69993553098611,4.32118282483612
product,3.54126028272651,0.978999788110851,3.76653602658345
sum,-1.27700078682148,-1.8124749706793,0.673122196289036
product,-8.02179721451882,-3.39191948582501,1.81502722223929
sum,-0.491213984359415,4.94907822646435,-4.30576157253907
sum,-3.52634653761753,-1.54116943047043,-1.01336972227687
sum,1.44923964108035,-1.64881145740858,4.19391973214417
sum,-3.89417748375487,2.15824964682089,-4.56826264202988
product,0.236854239414395,2.72244769296657,0.139894891598108
sum,0.763758407268352,1.25891376437009,-2.43437216298636
product,-2.92811442114402,2.55551138543049,-1.35730138951925
product,-3.94313450152479,-3.11878840276239,0.902306668690871
sum,7.38030933082896,4.42731774135126,1.9243615132437
sum,5.84098849498918,2.76596852791742,2.33614380561402
product,-0.0732451510708995,3.22600560659658,0.05888678884466
product,4.43972598073399,0.908332605690108,4.47283339611815
sum,-1.22503426474665,1.97471461669284,-2.36887430089157
product,1.33258755461377,-0.598475062603987,-3.70840584848505
sum,-0.272346235045327,-2.68328298616557,2.17597765658176
product,-6.84087985292009,-1.77043527058754,4.25568512906776
sum,2.76420337225134,0.412665786761103,1.94951088902462
product,4.01418889636094,-3.59075775025237,-1.07755954900268
product,-0.19071503006425,0.015162946871996,-3.50082572651226
product,-2.7527953159136,3.0219698075404,-0.625250779762709
product,15.0523042835415,-3.43562957328914,-4.45238361177969
sum,-2.60233655207852,3.7009887390093,-4.56587467145181
sum,-6.45109527122725,-1.2021421982077,-4.42945278848746
sum,-3.33562602593541,1.93682225781489,-4.41836204494524
sum,-5.41273406148555,-3.7481420779745,-2.58798542400459
product,-0.444002758618095,1.11720746234352,-1.53046798103772
product,-5.1447301037338,1.28942846779884,-4.80289462245636
product,1.35745001550338,0.58404249735805,1.65036674546255
sum,2.09137899486615,4.2439619537653,-1.48377312760366
product,-6.3145923815071,1.49632899047215,-3.75702776514455
sum,-0.804748003552681,-1.49373068790819,1.13933584760062
product,21.5313921562138,-4.27236993635806,-4.81609323452533
sum,-7.00180207201174,-4.88379460091899,-3.49951335306016
product,-13.0780532244176,3.87212742576327,-3.71954161042228
product,5.34225883605303,-1.43246673306411,-4.85455334332118
sum,-8.11277588958487,-3.17882084311301,-4.58048776568364
sum,-9.17618241517652,-4.17618954384157,-4.42219439003633
product,9.64996252567743,3.56489841188322,2.49960470399178
sum,-3.22968021796944,-1.92070058408809,-2.30179279871786
product,6.88938048281506,4.36154774160781,1.20072755928514
sum,-7.70666639623753,-4.238691405097,-2.65357918144546
sum,-5.09564841148446,-2.32971729830579,-4.10875567883983
sum,3.7870830562188,4.97934110533338,-2.71920228051068
sum,2.81668365041479,1.58885470232657,2.85651618080232
product,14.7289941019665,-4.59224858445236,-3.13432975948694
sum,-1.91207099254454,-3.77890085989973,0.930443341867841
sum,0.32966642038575,-1.80899526756744,3.03025897832663
sum,0.121388675717687,-2.80786012641956,2.74633780637788
sum,-5.14459538826326,-1.33538465128602,-4.19398486242875
sum,-0.868965628860213,0.264026609361132,-2.0455522252258
product,-9.81768319329678,2.29606178338064,-4.24136671891336
product,5.26604230728532,1.18218063316261,4.84402180703552
product,-11.0295288706413,-2.42058372284844,4.29375989127586
sum,7.49547389885213,2.97813648858635,3.72730250484602
sum,-6.0648798301981,-4.23046798370791,-0.864508984746485
product,18.3489991351396,-3.72939487348115,-4.8188981617916
sum,0.850067912724238,-3.30242094912459,3.0007096869916
product,-1.81290899964797,0.495288823237355,-4.77530691679883
sum,2.54375962689853,2.94809548749929,-0.401995762306798
product,-2.49785520148507,1.1500722669917,-3.48325120267249
product,-15.0121343267561,-4.75684033568546,3.16599439471577
sum,4.01877950241767,1.2750546321837,4.00023123398011
sum,1.91638566593181,3.79118307562165,-0.0323314114083058
product,-22.7405119587889,4.47248577383859,-4.8900417134152
sum,1.538894970084,4.09032520665641,-3.35185184270563
sum,0.367196800207398,-4.68413855174358,4.5650139829948
sum,3.18631023362125,-1.4987474083327,3.94190874664118
sum,-3.89316576049936,-4.59890808587518,1.45810812655206
product,1.58548037872796,2.40768617754204,0.698896848713165
sum,4.87481532170976,1.68212798555016,1.5695515626714
sum,6.07665209893861,3.28915474150677,0.391612766752544
product,-2.98725579830734,4.21874235023117,-0.965171337876029
product,-8.28390867984612,3.07440155164062,-3.15478980643623
product,-10.6071917060768,-2.627509125032,4.29529144247826
product,-0.947017524112242,2.85175961393014,-0.313068402050297
product,5.34551032833784,-4.94477882876398,-1.0345721767873
product,-4.39521056302001,-2.41220018399983,1.18128240457896
product,1.97988648284702,4.6665481904367,0.435528611139886
sum,-7.29602859720415,-3.489421082191,-3.78615060577571
product,-0.944794658207406,-1.62004843148464,0.427244433475962
sum,-3.81069676510439,0.197739485560176,-2.95964365371101
sum,-0.844527458975523,0.31169528001032,-0.513893690454575
sum,-1.26952928382817,-4.19885153615325,1.60302719701338
product,13.0085599940322,-4.84543383471133,-2.67787304853183
sum,4.84874392767157,3.71783566592202,1.15012968038867
product,-9.60832820950737,2.14595922700062,-4.95367976995397
sum,3.51807632800139,0.657319639957911,1.2358568800276
product,-5.39964309765213,-2.623624560076,1.45917241331601
sum,3.21067340451865,2.62285134776616,-0.703431872610649
product,8.64808191999435,-3.82932983572394,-2.42112314566798
sum,-5.43304274083937,-4.06099284210582,-1.65761681303939
product,-6.24225590709629,2.46044879265423,-2.54650890318679
product,8.82219804983994,-2.29167748737926,-3.86761954159245
sum,1.55732733925434,4.68877855285692,-3.64833710845177
