subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae
product,same,1,featureless,False,0,400,100,1.080971399425006,0.4566034555439893
product,same,1,linear,False,0,400,100,1.072354262321078,0.49521443561565304
product,same,1,linear_BasExp,False,0,400,100,0.14425663980213116,0.09777081569707993
product,same,1,tree,False,0,400,100,0.2525474822725123,0.2036090061868624
product,other,1,featureless,False,0,500,100,1.0808079852849386,0.4797190701864701
product,other,1,linear,False,0,500,100,1.2925538277351036,0.45809741065986204
product,other,1,linear_BasExp,False,0,500,100,1.2849967859293676,0.4573027569199003
product,other,1,tree,False,0,500,100,1.2732093597533958,0.4732482134847862
product,all,1,featureless,False,0,900,100,1.08081580972356,0.469836620122618
product,all,1,linear,False,0,900,100,1.1471932851557936,0.4600271923056713
product,all,1,linear_BasExp,False,0,900,100,0.6965960789657532,0.2695353819304164
product,all,1,tree,False,0,900,100,0.8916380238167898,0.44645124024068455
product,same,2,featureless,False,0,400,100,1.2810645889778627,0.6730304197118786
product,same,2,linear,False,0,400,100,1.277095408282618,0.6474838644603405
product,same,2,linear_BasExp,False,0,400,100,0.1419022608802206,0.09437808799218667
product,same,2,tree,False,0,400,100,0.47449898898318355,0.24447412793076842
product,other,2,featureless,False,0,500,100,1.277468785569656,0.669286238610835
product,other,2,linear,False,0,500,100,1.4700691358971967,0.8760802358507006
product,other,2,linear_BasExp,False,0,500,100,1.4622716286460051,0.8665202207609433
product,other,2,tree,False,0,500,100,1.4616661871175651,0.8687219814179724
product,all,2,featureless,False,0,900,100,1.2788733453879795,0.6705590994678778
product,all,2,linear,False,0,900,100,1.335894972292283,0.7089661705171894
product,all,2,linear_BasExp,False,0,900,100,0.8240947312984284,0.5330856183216629
product,all,2,tree,False,0,900,100,0.8557319182103825,0.5375982703172144
product,same,3,featureless,False,0,400,100,1.2238434267236735,0.618251860315
product,same,3,linear,False,0,400,100,1.2255011978203194,0.7103014158399126
product,same,3,linear_BasExp,False,0,400,100,0.16112039594639263,0.09896037780144734
product,same,3,tree,False,0,400,100,0.24608937413991308,0.14892314859900335
product,other,3,featureless,False,0,500,100,1.2102928150488879,0.659432222828414
product,other,3,linear,False,0,500,100,1.3059913258664775,0.7160416628488249
product,other,3,linear_BasExp,False,0,500,100,1.3003055824744616,0.7282549845962427
product,other,3,tree,False,0,500,100,1.3293951720303523,0.7828231357851776
product,all,3,featureless,False,0,900,100,1.2160754899120052,0.6462847003108179
product,all,3,linear,False,0,900,100,1.235080213085828,0.639793187650308
product,all,3,linear_BasExp,False,0,900,100,0.737195928223033,0.3814807447875481
product,all,3,tree,False,0,900,100,0.9765862681066236,0.5066484124271575
product,same,4,featureless,False,0,400,100,1.389280493027944,0.738573160938266
product,same,4,linear,False,0,400,100,1.3923680909859444,0.7580061200493298
